,m,n,r
296,"(_446:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e14\u0e32\u0e27\u0e01\u0e23\u0e30\u0e08\u0e32\u0e22'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_446)
297,"(_445:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Plisse'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_445)
298,"(_444:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1e\u0e35\u0e0a\u0e2a\u0e01\u0e34\u0e19,\u0e1c\u0e49\u0e32\u0e2b\u0e32\u0e07\u0e01\u0e23\u0e30\u0e23\u0e2d\u0e01'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_444)
299,"(_443:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e01\u0e25\u0e32\u0e07\u0e41\u0e08\u0e49\u0e07,\u0e1c\u0e49\u0e32\u0e40\u0e2d\u0e32\u0e23\u0e4c\u0e14\u0e2d\u0e23\u0e4c'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_443)
300,"(_442:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e44\u0e19\u0e25\u0e2d\u0e19'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_442)
301,"(_441:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e21\u0e31\u0e2a\u0e25\u0e34\u0e19'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_441)
302,"(_440:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Madras'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_440)
303,"(_439:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e2b\u0e19\u0e31\u0e07'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_439)
304,"(_438:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e25\u0e39\u0e01\u0e44\u0e21\u0e49'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_438)
305,"(_437:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e41\u0e08\u0e47\u0e04\u0e01\u0e32\u0e23\u0e4c\u0e14'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_437)
306,"(_436:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Homespun'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_436)
307,"(_435:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e01\u0e4a\u0e2d\u0e0b'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_435)
308,"(_434:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1f\u0e25\u0e35\u0e0b'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_434)
309,"(_426:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Zorb'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_426)
310,"(_425:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Voile'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_425)
311,"(_424:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e01\u0e33\u0e21\u0e30\u0e2b\u0e22\u0e35\u0e48,\u0e1c\u0e49\u0e32\u0e40\u0e27\u0e25\u0e40\u0e27\u0e17'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_424)
312,"(_423:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e44\u0e17\u0e40\u0e27\u0e04'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_423)
313,"(_422:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e17\u0e39\u0e25,\u0e1c\u0e49\u0e32\u0e21\u0e38\u0e49\u0e07,\u0e1c\u0e49\u0e32\u0e15\u0e32\u0e02\u0e48\u0e32\u0e22\u0e19\u0e34\u0e48\u0e21'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_422)
314,"(_421:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e2a\u0e40\u0e27\u0e15\u0e40\u0e15\u0e2d\u0e23\u0e4c\u0e1f\u0e25\u0e35\u0e0b'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_421)
315,"(_420:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e44\u0e2b\u0e21,\u0e1c\u0e49\u0e32\u0e41\u0e1e\u0e23'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_420)
316,"(_419:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Pincord'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_419)
317,"(_418:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Oxford'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_418)
318,"(_417:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e27\u0e2d\u0e23\u0e4c\u0e21'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_417)
319,"(_416:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e43\u0e1a,\u0e1c\u0e49\u0e32\u0e41\u0e04\u0e19\u0e27\u0e32\u0e2a'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_416)
320,"(_415:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1c\u0e2a\u0e21'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_415)
321,"(_414:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1a\u0e32\u0e15\u0e34\u0e01,\u0e1c\u0e49\u0e32\u0e1a\u0e32\u0e40\u0e15\u0e4a\u0e30'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_414)
322,"(_174:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Broadcloth'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_174)
323,"(_178:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e02\u0e32\u0e27\u0e1a\u0e32\u0e07'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_178)
324,"(_179:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e0a\u0e34\u0e42\u0e19\u0e48'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_179)
325,"(_180:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e19\u0e21\u0e48\u0e32\u0e19\u0e15\u0e32\u0e44\u0e01\u0e48,\u0e1c\u0e49\u0e32\u0e21\u0e48\u0e32\u0e19\u0e15\u0e2d\u0e01\u0e15\u0e32\u0e44\u0e01\u0e48,\u0e1c\u0e49\u0e32\u0e2b\u0e48\u0e27\u0e07\u0e15\u0e32\u0e44\u0e01\u0e48'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_180)
326,"(_181:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e2a\u0e31\u0e01\u0e2b\u0e25\u0e32\u0e14'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_181)
327,"(_182:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e40\u0e01\u0e25\u0e47\u0e14\u0e1b\u0e25\u0e32'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_182)
328,"(_183:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e01\u0e34\u0e07\u0e41\u0e2e\u0e21'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_183)
329,"(_229:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Challis'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_229)
330,"(_230:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e40\u0e1b\u0e47\u0e14'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_230)
331,"(_232:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e08\u0e39\u0e15\u0e34,\u0e1c\u0e49\u0e32\u0e23\u0e39,\u0e1c\u0e49\u0e32\u0e25\u0e32\u0e04\u0e25\u0e2d\u0e2a,\u0e1c\u0e49\u0e32\u0e1b\u0e35\u0e40\u0e01\u0e49,\u0e1c\u0e49\u0e32\u0e04\u0e32\u0e40\u0e19\u0e42\u0e01\u0e30'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_232)
332,"(_233:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Ponte de Roma'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_233)
333,"(_234:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1b\u0e2d\u0e1b\u0e1b\u0e25\u0e34\u0e49\u0e19,\u0e1c\u0e49\u0e32\u0e1b\u0e4a\u0e2d\u0e1b\u0e25\u0e34\u0e19'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_234)
334,"(_235:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e04\u0e27\u0e34\u0e25\u0e17\u0e4c'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_235)
335,"(_236:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Ripstop'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_236)
336,"(_241:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e0b\u0e32\u0e15\u0e34\u0e19,\u0e1c\u0e49\u0e32\u0e41\u0e1e\u0e23'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_241)
337,"(_263:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e17\u0e2d\u0e41\u0e1a\u0e1a\u0e2a\u0e32\u0e19\u0e15\u0e30\u0e01\u0e23\u0e49\u0e32,\u0e1c\u0e49\u0e32\u0e17\u0e2d\u0e25\u0e32\u0e22\u0e2a\u0e32\u0e19'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_263)
338,"(_264:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e2b\u0e19\u0e31\u0e07\u0e01\u0e1a'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_264)
339,"(_265:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e44\u0e2b\u0e21Faille'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_265)
340,"(_266:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Ponte'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_266)
341,"(_267:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32PUL'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_267)
342,"(_268:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e23\u0e34\u0e1a'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_268)
343,"(_269:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Scuba'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_269)
344,"(_270:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Slinky'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_270)
345,"(_271:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e17\u0e32\u0e1f\u0e15\u0e49\u0e32,\u0e1c\u0e49\u0e32\u0e23\u0e48\u0e21\u0e42\u0e1e\u0e25\u0e35\u0e40\u0e2d\u0e2a\u0e40\u0e15\u0e2d\u0e23\u0e4c'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_271)
346,"(_272:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e2b\u0e19\u0e39,\u0e1c\u0e49\u0e32\u0e40\u0e17\u0e2d\u0e23\u0e4c\u0e23\u0e35\u0e48'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_272)
347,"(_273:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e17\u0e35\u0e2d\u0e32\u0e23\u0e4c'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_273)
348,"(_345:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e2d\u0e30\u0e04\u0e23\u0e34\u0e25\u0e34\u0e01'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_345)
349,"(_346:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1a\u0e32\u0e23\u0e4c\u0e01\u0e04\u0e25\u0e2d\u0e17,\u0e1c\u0e49\u0e32\u0e08\u0e32\u0e01\u0e40\u0e1b\u0e25\u0e37\u0e2d\u0e01\u0e44\u0e21\u0e49'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_346)
350,"(_347:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Batiste'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_347)
351,"(_348:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Bengaline'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_348)
352,"(_349:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Brocade,\u0e1c\u0e49\u0e32\u0e44\u0e2b\u0e21'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_349)
353,"(_350:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Chenille'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_350)
354,"(_351:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e25\u0e39\u0e01\u0e1f\u0e39\u0e01'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_351)
355,"(_352:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e40\u0e04\u0e23\u0e1b\u0e40\u0e14\u0e2d\u0e0a\u0e34\u0e19'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_352)
356,"(_353:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e40\u0e1f\u0e2d\u0e23\u0e4c,\u0e1c\u0e49\u0e32\u0e02\u0e19\u0e2a\u0e31\u0e15\u0e27\u0e4c'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_353)
357,"(_369:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Chambray'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_369)
358,"(_370:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e0a\u0e35\u0e1f\u0e2d\u0e07'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_370)
359,"(_371:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1d\u0e49\u0e32\u0e22,\u0e1c\u0e49\u0e32\u0e04\u0e2d\u0e15\u0e15\u0e2d\u0e19'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_371)
360,"(_372:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e44\u0e2b\u0e21Dupioni'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_372)
361,"(_373:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e41\u0e1f\u0e25\u0e19\u0e40\u0e19\u0e25'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_373)
362,"(_390:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32Bemberg'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_390)
363,"(_391:Subpattern_Entity {Big_type_Entity: 'Fabric', Subpattern_Entity: '\u0e1c\u0e49\u0e32\u0e1a\u0e39\u0e25\u0e40\u0e04\u0e48,\u0e1c\u0e49\u0e32\u0e44\u0e2b\u0e21\u0e1e\u0e23\u0e21'})","(_358:Pattern_Entity {Big_type_Entity: 'Fabric', Type: '\u0e27\u0e31\u0e15\u0e16\u0e38\u0e14\u0e34\u0e1a'})",(_358)-[:patten/material {}]->(_391)
